Linux 4.15.0-121-generic (node3.pango-4.cloudslostore-pg0.utah.cloudlab.us) 	11/30/2020 	_x86_64_	(20 CPU)

12:40:55 AM   UID       PID   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
12:43:00 AM 20001      7334      0.00 346312.00      0.00       0  mongod
12:43:01 AM 20001      7334      0.00 250936.00      0.00       0  mongod
12:43:02 AM 20001      7334      0.00 165272.00      0.00       0  mongod
12:43:03 AM 20001      7334      0.00     64.00      0.00       0  mongod
12:43:04 AM 20001      7334      0.00    120.00      0.00       0  mongod
12:43:05 AM 20001      7334      0.00  11876.00      0.00       0  mongod
12:43:06 AM 20001      7334      0.00  16812.00      0.00       0  mongod
12:43:07 AM 20001      7334      0.00  17552.00      0.00       0  mongod
12:43:08 AM 20001      7334      0.00  18592.00      0.00       0  mongod
12:43:09 AM 20001      7334      0.00  18064.00      0.00       0  mongod
12:43:10 AM 20001      7334      0.00  17936.00      0.00       0  mongod
12:43:11 AM 20001      7334      0.00  17012.00      0.00       0  mongod
12:43:12 AM 20001      7334      0.00  17312.00      0.00       0  mongod
12:43:13 AM 20001      7334      0.00  17404.00      0.00       0  mongod
12:43:14 AM 20001      7334      0.00  17284.00      0.00       0  mongod
12:43:15 AM 20001      7334      0.00  15676.00      0.00       0  mongod
12:43:16 AM 20001      7334      0.00  26516.00      0.00       0  mongod
12:43:17 AM 20001      7334      0.00  70024.00      0.00       0  mongod
12:43:18 AM 20001      7334      0.00  17560.00      0.00       0  mongod
12:43:19 AM 20001      7334      0.00  43936.00      0.00       0  mongod
12:43:20 AM 20001      7334      0.00  17388.00      0.00       0  mongod
12:43:21 AM 20001      7334      0.00  17396.00      0.00       0  mongod
12:43:22 AM 20001      7334      0.00  17392.00      0.00       0  mongod
12:43:23 AM 20001      7334      0.00  12140.00      0.00       0  mongod
12:43:24 AM 20001      7334      0.00   8688.00      0.00       0  mongod
12:43:25 AM 20001      7334      0.00  17628.00     24.00       0  mongod
12:43:26 AM 20001      7334      0.00  17824.00      0.00       0  mongod
12:43:27 AM 20001      7334      0.00 153024.00      0.00       0  mongod
12:43:28 AM 20001      7334      0.00  41512.00      0.00       0  mongod
12:43:29 AM 20001      7334      0.00  17220.00      0.00       0  mongod
12:43:30 AM 20001      7334      0.00  17808.00      0.00       0  mongod
12:43:31 AM 20001      7334      0.00  17304.00      0.00       0  mongod
12:43:32 AM 20001      7334      0.00  17404.00      0.00       0  mongod
12:43:33 AM 20001      7334      0.00 124904.00      0.00       0  mongod
12:43:34 AM 20001      7334      0.00  17204.00      0.00       0  mongod
12:43:35 AM 20001      7334      0.00  13880.00      0.00       0  mongod
12:43:36 AM 20001      7334      0.00  17128.00      0.00       0  mongod
12:43:37 AM 20001      7334      0.00  17380.00      0.00       0  mongod
12:43:38 AM 20001      7334      0.00  17588.00      0.00       0  mongod
12:43:39 AM 20001      7334      0.00  17056.00      0.00       0  mongod
12:43:40 AM 20001      7334      0.00  17660.00      0.00       0  mongod
12:43:41 AM 20001      7334      0.00  15692.00      0.00       0  mongod
12:43:42 AM 20001      7334      0.00  91600.00      0.00       0  mongod
12:43:43 AM 20001      7334      0.00  16936.00      0.00       0  mongod
12:43:44 AM 20001      7334      0.00  17140.00      0.00       0  mongod
12:43:45 AM 20001      7334      0.00  99628.00      0.00       0  mongod
12:43:46 AM 20001      7334      0.00  33608.00      0.00       0  mongod
12:43:47 AM 20001      7334      0.00  17588.00      0.00       0  mongod
12:43:48 AM 20001      7334      0.00  16232.00      0.00       0  mongod
12:43:49 AM 20001      7334      0.00 141880.00      0.00       0  mongod
12:43:50 AM 20001      7334      0.00  14564.00      0.00       0  mongod
12:43:51 AM 20001      7334      0.00  14620.00      0.00       0  mongod
12:43:52 AM 20001      7334      0.00  17232.00      0.00       0  mongod
12:43:53 AM 20001      7334      0.00  17156.00      0.00       0  mongod
12:43:54 AM 20001      7334      0.00 231240.00      0.00       0  mongod
12:43:55 AM 20001      7334      0.00 139552.00      0.00       0  mongod
12:43:56 AM 20001      7334      0.00  16744.00      0.00       0  mongod
12:43:57 AM 20001      7334      0.00  17756.00      0.00       0  mongod
12:43:58 AM 20001      7334      0.00  17268.00      0.00       0  mongod
12:43:59 AM 20001      7334      0.00  17584.00      0.00       0  mongod
12:44:00 AM 20001      7334      0.00  17848.00      0.00       0  mongod
12:44:01 AM 20001      7334      0.00  17292.00      0.00       0  mongod
12:44:02 AM 20001      7334      0.00  17480.00      0.00       0  mongod
12:44:03 AM 20001      7334      0.00  16364.00      0.00       0  mongod
12:44:04 AM 20001      7334      0.00  15232.00      0.00       0  mongod
12:44:05 AM 20001      7334      0.00 179308.00      0.00       0  mongod
12:44:06 AM 20001      7334      0.00 376100.00     24.00       0  mongod
12:44:07 AM 20001      7334      0.00     60.00      0.00       0  mongod
12:44:08 AM 20001      7334      0.00    128.00      0.00       0  mongod
12:44:09 AM 20001      7334      0.00    196.00      0.00       0  mongod
12:44:10 AM 20001      7334      0.00  15356.00      0.00       0  mongod
12:44:11 AM 20001      7334      0.00  27884.00      0.00       0  mongod
12:44:12 AM 20001      7334      0.00  18640.00      0.00       0  mongod
12:44:13 AM 20001      7334      0.00  17732.00      0.00       0  mongod
12:44:14 AM 20001      7334      0.00  17696.00      0.00       0  mongod
12:44:15 AM 20001      7334      0.00  16564.00      0.00       0  mongod
12:44:16 AM 20001      7334      0.00  17392.00      0.00       0  mongod
12:44:17 AM 20001      7334      0.00  25028.00      0.00       0  mongod
12:44:18 AM 20001      7334      0.00  54056.00      0.00       0  mongod
12:44:19 AM 20001      7334      0.00  17344.00      0.00       0  mongod
12:44:20 AM 20001      7334      0.00  17668.00      0.00       0  mongod
12:44:21 AM 20001      7334      0.00  16000.00      0.00       0  mongod
12:44:22 AM 20001      7334      0.00  17388.00      0.00       0  mongod
12:44:23 AM 20001      7334      0.00  17860.00      0.00       0  mongod
12:44:24 AM 20001      7334      0.00  17536.00      0.00       0  mongod
12:44:25 AM 20001      7334      0.00  17284.00      0.00       0  mongod
12:44:26 AM 20001      7334      0.00  17624.00      0.00       0  mongod
12:44:27 AM 20001      7334      0.00  16504.00      0.00       0  mongod
12:44:28 AM 20001      7334      0.00  17492.00      0.00       0  mongod
12:44:29 AM 20001      7334      0.00 100484.00     24.00       0  mongod
12:44:30 AM 20001      7334      0.00  17556.00      0.00       0  mongod
12:44:31 AM 20001      7334      0.00  17420.00      0.00       0  mongod
12:44:32 AM 20001      7334      0.00  17128.00      0.00       0  mongod
12:44:33 AM 20001      7334      0.00  17012.00      0.00       0  mongod
12:44:34 AM 20001      7334      0.00  17420.00      0.00       0  mongod
12:44:35 AM 20001      7334      0.00  16872.00      0.00       0  mongod
12:44:36 AM 20001      7334      0.00  49752.00      0.00       0  mongod
12:44:37 AM 20001      7334      0.00  84304.00      0.00       0  mongod
12:44:38 AM 20001      7334      0.00  17732.00      0.00       0  mongod
12:44:39 AM 20001      7334      0.00  16280.00      0.00       0  mongod
12:44:40 AM 20001      7334      0.00 235004.00      0.00       0  mongod
12:44:41 AM 20001      7334      0.00  90296.00      0.00       0  mongod
12:44:42 AM 20001      7334      0.00   4880.00      0.00       0  mongod
12:44:43 AM 20001      7334      0.00   7416.00      0.00       0  mongod
12:44:44 AM 20001      7334      0.00  17412.00      0.00       0  mongod
12:44:45 AM 20001      7334      0.00  17372.00      0.00       0  mongod
12:44:46 AM 20001      7334      0.00  17856.00      0.00       0  mongod
12:44:47 AM 20001      7334      0.00  17384.00      0.00       0  mongod
12:44:48 AM 20001      7334      0.00  17364.00      0.00       0  mongod
12:44:49 AM 20001      7334      0.00  17516.00     24.00       0  mongod
12:44:50 AM 20001      7334      0.00  17228.00      0.00       0  mongod
12:44:51 AM 20001      7334      0.00  16648.00      0.00       0  mongod
12:44:52 AM 20001      7334      0.00 103800.00      0.00       0  mongod
12:44:53 AM 20001      7334      0.00 136224.00      0.00       0  mongod
12:44:54 AM 20001      7334      0.00  18060.00      0.00       0  mongod
12:44:55 AM 20001      7334      0.00  17232.00      0.00       0  mongod
12:44:56 AM 20001      7334      0.00  16640.00      0.00       0  mongod
12:44:57 AM 20001      7334      0.00  17768.00      0.00       0  mongod
12:44:58 AM 20001      7334      0.00  17080.00      0.00       0  mongod
12:44:59 AM 20001      7334      0.00   4824.00      0.00       0  mongod
12:45:00 AM 20001      7334      0.00  10096.00      0.00       0  mongod
12:45:01 AM 20001      7334      0.00  17300.00      0.00       0  mongod
12:45:02 AM 20001      7334      0.00 105360.00      0.00       0  mongod
12:45:03 AM 20001      7334      0.00  12424.00      0.00       0  mongod
12:45:04 AM 20001      7334      0.00  14704.00      0.00       0  mongod
12:45:05 AM 20001      7334      0.00  58820.00      0.00       0  mongod
12:45:06 AM 20001      7334      0.00  16188.00      0.00       0  mongod
12:45:07 AM 20001      7334      0.00  94624.00      0.00       0  mongod
12:45:08 AM 20001      7334      0.00  17148.00      0.00       0  mongod
12:45:09 AM 20001      7334      0.00  31456.00      0.00       0  mongod
12:45:10 AM 20001      7334      0.00 239208.00      0.00       0  mongod
12:45:11 AM 20001      7334      0.00 316616.00      0.00       0  mongod
12:45:12 AM 20001      7334      0.00  88952.00      0.00       0  mongod
12:45:13 AM 20001      7334      0.00     64.00      0.00       0  mongod
12:45:14 AM 20001      7334      0.00    236.00      0.00       0  mongod
12:45:15 AM 20001      7334      0.00  13052.00      0.00       0  mongod
12:45:16 AM 20001      7334      0.00  18224.00      0.00       0  mongod
12:45:17 AM 20001      7334      0.00  18232.00      0.00       0  mongod
12:45:18 AM 20001      7334      0.00  35536.00      0.00       0  mongod
12:45:19 AM 20001      7334      0.00  17832.00      0.00       0  mongod
12:45:20 AM 20001      7334      0.00  37900.00      0.00       0  mongod
12:45:21 AM 20001      7334      0.00  24416.00      0.00       0  mongod
12:45:22 AM 20001      7334      0.00  16528.00      0.00       0  mongod
12:45:23 AM 20001      7334      0.00  17448.00      0.00       0  mongod
12:45:24 AM 20001      7334      0.00  16716.00      0.00       0  mongod
12:45:25 AM 20001      7334      0.00  17660.00      0.00       0  mongod
12:45:26 AM 20001      7334      0.00  16900.00      0.00       0  mongod
12:45:27 AM 20001      7334      0.00  17248.00      0.00       0  mongod
12:45:28 AM 20001      7334      0.00  17564.00      0.00       0  mongod
12:45:29 AM 20001      7334      0.00  18456.00      0.00       0  mongod
12:45:30 AM 20001      7334      0.00  16840.00      0.00       0  mongod
12:45:31 AM 20001      7334      0.00  17648.00      0.00       0  mongod
12:45:32 AM 20001      7334      0.00  17664.00      0.00       0  mongod
12:45:33 AM 20001      7334      0.00  16880.00      0.00       0  mongod
12:45:34 AM 20001      7334      0.00  73816.00     24.00       0  mongod
12:45:35 AM 20001      7334      0.00  17484.00      0.00       0  mongod
12:45:36 AM 20001      7334      0.00  17096.00      0.00       0  mongod
12:45:37 AM 20001      7334      0.00 275000.00      0.00       0  mongod
12:45:38 AM 20001      7334      0.00  17352.00      0.00       0  mongod
12:45:39 AM 20001      7334      0.00  17232.00      0.00       0  mongod
12:45:40 AM 20001      7334      0.00  16576.00      0.00       0  mongod
12:45:41 AM 20001      7334      0.00  16696.00      0.00       0  mongod
12:45:42 AM 20001      7334      0.00  17044.00      0.00       0  mongod
12:45:43 AM 20001      7334      0.00  17164.00      0.00       0  mongod
12:45:44 AM 20001      7334      0.00  17092.00      0.00       0  mongod
12:45:45 AM 20001      7334      0.00  13844.00      0.00       0  mongod
12:45:46 AM 20001      7334      0.00  16880.00      0.00       0  mongod
12:45:47 AM 20001      7334      0.00  97868.00      0.00       0  mongod
12:45:48 AM 20001      7334      0.00 136808.00      0.00       0  mongod
12:45:49 AM 20001      7334      0.00  14896.00      0.00       0  mongod
12:45:50 AM 20001      7334      0.00   8660.00      0.00       0  mongod
12:45:51 AM 20001      7334      0.00  16756.00      0.00       0  mongod
12:45:52 AM 20001      7334      0.00  17012.00      0.00       0  mongod
12:45:53 AM 20001      7334      0.00  16948.00      0.00       0  mongod
12:45:54 AM 20001      7334      0.00  16860.00      0.00       0  mongod
12:45:55 AM 20001      7334      0.00   4188.00      0.00       0  mongod
12:45:56 AM 20001      7334      0.00  24300.00      0.00       0  mongod
12:45:57 AM 20001      7334      0.00  98376.00      0.00       0  mongod
12:45:58 AM 20001      7334      0.00  17756.00      0.00       0  mongod
12:45:59 AM 20001      7334      0.00  17564.00      0.00       0  mongod
12:46:00 AM 20001      7334      0.00 148556.00      0.00       0  mongod
12:46:01 AM 20001      7334      0.00  17680.00      0.00       0  mongod
12:46:02 AM 20001      7334      0.00  16356.00      0.00       0  mongod
12:46:03 AM 20001      7334      0.00  17528.00      0.00       0  mongod
12:46:04 AM 20001      7334      0.00  17368.00      0.00       0  mongod
12:46:05 AM 20001      7334      0.00 172952.00      0.00       0  mongod
12:46:06 AM 20001      7334      0.00  61260.00      0.00       0  mongod
12:46:07 AM 20001      7334      0.00  16136.00      0.00       0  mongod
12:46:08 AM 20001      7334      0.00  17032.00      0.00       0  mongod
12:46:09 AM 20001      7334      0.00  17824.00      0.00       0  mongod
12:46:10 AM 20001      7334      0.00  15784.00      0.00       0  mongod
12:46:11 AM 20001      7334      0.00  16664.00      0.00       0  mongod
12:46:12 AM 20001      7334      0.00  16112.00      0.00       0  mongod
12:46:13 AM 20001      7334      0.00  51700.00      0.00       0  mongod
12:46:14 AM 20001      7334      0.00  79588.00      0.00       0  mongod
12:46:15 AM 20001      7334      0.00 124232.00      0.00       0  mongod
12:46:16 AM 20001      7334      0.00 353872.00      0.00       0  mongod
12:46:17 AM 20001      7334      0.00  74300.00      0.00       0  mongod
12:46:18 AM 20001      7334      0.00     64.00      0.00       0  mongod
12:46:19 AM 20001      7334      0.00    208.00      0.00       0  mongod
12:46:20 AM 20001      7334      0.00  10811.88      0.00       0  mongod
12:46:21 AM 20001      7334      0.00  18436.00      0.00       0  mongod
12:46:22 AM 20001      7334      0.00  35752.00      0.00       0  mongod
12:46:23 AM 20001      7334      0.00  20512.00      0.00       0  mongod
12:46:24 AM 20001      7334      0.00  17620.00      0.00       0  mongod
12:46:25 AM 20001      7334      0.00  35948.00      0.00       0  mongod
12:46:26 AM 20001      7334      0.00  17132.00      0.00       0  mongod
12:46:27 AM 20001      7334      0.00  17276.00      0.00       0  mongod
12:46:28 AM 20001      7334      0.00  16316.00      0.00       0  mongod
12:46:29 AM 20001      7334      0.00  17824.00      0.00       0  mongod
12:46:30 AM 20001      7334      0.00  17360.00      0.00       0  mongod
12:46:31 AM 20001      7334      0.00  17176.00      0.00       0  mongod
12:46:32 AM 20001      7334      0.00  16960.00      0.00       0  mongod
12:46:33 AM 20001      7334      0.00  17500.00      0.00       0  mongod
12:46:34 AM 20001      7334      0.00  17220.00      0.00       0  mongod
12:46:35 AM 20001      7334      0.00  17500.00      0.00       0  mongod
12:46:36 AM 20001      7334      0.00  14256.00      0.00       0  mongod
12:46:37 AM 20001      7334      0.00 110048.00      0.00       0  mongod
12:46:38 AM 20001      7334      0.00  17480.00     24.00       0  mongod
12:46:39 AM 20001      7334      0.00  17556.00      0.00       0  mongod
12:46:40 AM 20001      7334      0.00  16584.00      0.00       0  mongod
12:46:41 AM 20001      7334      0.00  15532.00      0.00       0  mongod
12:46:42 AM 20001      7334      0.00 139132.00      0.00       0  mongod
12:46:43 AM 20001      7334      0.00  81424.00      0.00       0  mongod
12:46:44 AM 20001      7334      0.00  16856.00      0.00       0  mongod
12:46:45 AM 20001      7334      0.00  16748.00      0.00       0  mongod
12:46:46 AM 20001      7334      0.00  17696.00      0.00       0  mongod
12:46:47 AM 20001      7334      0.00  15412.00      0.00       0  mongod
12:46:48 AM 20001      7334      0.00  16244.00      0.00       0  mongod
12:46:49 AM 20001      7334      0.00  66612.00      0.00       0  mongod
12:46:50 AM 20001      7334      0.00 116796.00      0.00       0  mongod
12:46:51 AM 20001      7334      0.00  17088.00      0.00       0  mongod
12:46:52 AM 20001      7334      0.00  17124.00      0.00       0  mongod
12:46:53 AM 20001      7334      0.00  17136.00      0.00       0  mongod
12:46:54 AM 20001      7334      0.00  16852.00      0.00       0  mongod
12:46:55 AM 20001      7334      0.00  24068.00      0.00       0  mongod
12:46:56 AM 20001      7334      0.00  82136.00      0.00       0  mongod
12:46:57 AM 20001      7334      0.00   4148.00      0.00       0  mongod
12:46:58 AM 20001      7334      0.00  11476.00     24.00       0  mongod
12:46:59 AM 20001      7334      0.00  16544.00      0.00       0  mongod
12:47:00 AM 20001      7334      0.00 122692.00      0.00       0  mongod
12:47:01 AM 20001      7334      0.00  17792.00      0.00       0  mongod
12:47:02 AM 20001      7334      0.00  16864.00      0.00       0  mongod
12:47:03 AM 20001      7334      0.00  17032.00      0.00       0  mongod
12:47:04 AM 20001      7334      0.00 128768.00      0.00       0  mongod
12:47:05 AM 20001      7334      0.00  16940.00      0.00       0  mongod
12:47:06 AM 20001      7334      0.00  17560.00      0.00       0  mongod
12:47:07 AM 20001      7334      0.00  16908.00      0.00       0  mongod
12:47:08 AM 20001      7334      0.00 130424.00      0.00       0  mongod
12:47:09 AM 20001      7334      0.00  16812.00      0.00       0  mongod
12:47:10 AM 20001      7334      0.00  17348.00      0.00       0  mongod
12:47:11 AM 20001      7334      0.00  16864.00      0.00       0  mongod
12:47:12 AM 20001      7334      0.00  90592.00      0.00       0  mongod
12:47:13 AM 20001      7334      0.00 104824.00      0.00       0  mongod
12:47:14 AM 20001      7334      0.00  17532.00      0.00       0  mongod
12:47:15 AM 20001      7334      0.00  17160.00      0.00       0  mongod
12:47:16 AM 20001      7334      0.00  17168.00      0.00       0  mongod
12:47:17 AM 20001      7334      0.00  15480.00      0.00       0  mongod
12:47:18 AM 20001      7334      0.00    108.00      0.00       0  mongod
12:47:19 AM 20001      7334      0.00  39048.00      0.00       0  mongod
12:47:20 AM 20001      7334      0.00  90924.00      0.00       0  mongod
12:47:21 AM 20001      7334      0.00 466620.00      0.00       0  mongod
12:47:22 AM 20001      7334      0.00    148.00      0.00       0  mongod
12:47:23 AM 20001      7334      0.00    120.00      0.00       0  mongod
12:47:24 AM 20001      7334      0.00   1388.00      0.00       0  mongod
12:47:25 AM 20001      7334      0.00  18120.00      0.00       0  mongod
12:47:26 AM 20001      7334      0.00  17724.00      0.00       0  mongod
12:47:27 AM 20001      7334      0.00  17976.00      0.00       0  mongod
12:47:28 AM 20001      7334      0.00  18112.00      0.00       0  mongod
12:47:29 AM 20001      7334      0.00  16936.00      0.00       0  mongod
12:47:30 AM 20001      7334      0.00  17408.00      0.00       0  mongod
12:47:31 AM 20001      7334      0.00  16660.00      0.00       0  mongod
12:47:32 AM 20001      7334      0.00  16592.00      0.00       0  mongod
12:47:33 AM 20001      7334      0.00  42808.00      0.00       0  mongod
12:47:34 AM 20001      7334      0.00  59328.00      0.00       0  mongod
12:47:35 AM 20001      7334      0.00  17260.00      0.00       0  mongod
12:47:36 AM 20001      7334      0.00  16956.00      0.00       0  mongod
12:47:37 AM 20001      7334      0.00  17580.00      0.00       0  mongod
12:47:38 AM 20001      7334      0.00  16480.00      0.00       0  mongod
12:47:39 AM 20001      7334      0.00  52216.00      0.00       0  mongod
12:47:40 AM 20001      7334      0.00  16680.00      0.00       0  mongod
